,album_id,artist_id,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,chart_position,monthly_listeners,followers,playcount
0,4PrPbmm0gKvaD3rerOXFg8,0NbfKEOTQCcwd6o7wSDOHI,Hate It Or Love It,0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,audio_features,2wGSgTmgSF3xjRrHkTc25R,spotify:track:2wGSgTmgSF3xjRrHkTc25R,https://api.spotify.com/v1/tracks/2wGSgTmgSF3xjRrHkTc25R,https://api.spotify.com/v1/audio-analysis/2wGSgTmgSF3xjRrHkTc25R,206400,4,484,10878473,3971123,311475802
1,4PrPbmm0gKvaD3rerOXFg8,0NbfKEOTQCcwd6o7wSDOHI,How We Do,0.862,0.648,4,-7.401,0,0.251,0.0455,0.0,0.0332,0.637,98.012,audio_features,4PmMVdIFpJTB9WQbmILf4p,spotify:track:4PmMVdIFpJTB9WQbmILf4p,https://api.spotify.com/v1/tracks/4PmMVdIFpJTB9WQbmILf4p,https://api.spotify.com/v1/audio-analysis/4PmMVdIFpJTB9WQbmILf4p,235533,4,484,10878473,3971123,271944522
2,7dRdaGSxgcBdJnrOviQRuB,5me0Irg2ANcsgc93uaYrpb,Hypnotize - 2014 Remaster,0.901,0.697,9,-3.439,1,0.28,0.145,0.0,0.287,0.67,93.941,audio_features,7KwZNVEaqikRSBSpyhXK2j,spotify:track:7KwZNVEaqikRSBSpyhXK2j,https://api.spotify.com/v1/tracks/7KwZNVEaqikRSBSpyhXK2j,https://api.spotify.com/v1/audio-analysis/7KwZNVEaqikRSBSpyhXK2j,229827,4,241,17096076,7630210,700587098
3,7dRdaGSxgcBdJnrOviQRuB,5me0Irg2ANcsgc93uaYrpb,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,0.845,0.884,6,-4.506,0,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,audio_features,4INDiWSKvqSKDEu7mh8HFz,spotify:track:4INDiWSKvqSKDEu7mh8HFz,https://api.spotify.com/v1/tracks/4INDiWSKvqSKDEu7mh8HFz,https://api.spotify.com/v1/audio-analysis/4INDiWSKvqSKDEu7mh8HFz,257400,4,241,17096076,7630210,343968617
4,7zg9ZSOQtYLjWnvSawflg6,5me0Irg2ANcsgc93uaYrpb,Notorious B.I.G. (feat. Lil' Kim & Puff Daddy) - 2005 Remaster,0.904,0.826,1,-2.372,0,0.272,0.0531,0.0,0.214,0.824,101.35,audio_features,1YQ7BbJR8HqAolfprvxGKu,spotify:track:1YQ7BbJR8HqAolfprvxGKu,https://api.spotify.com/v1/tracks/1YQ7BbJR8HqAolfprvxGKu,https://api.spotify.com/v1/audio-analysis/1YQ7BbJR8HqAolfprvxGKu,191600,4,241,17096076,7630210,40910824
5,7q2B4M5EiBkqrlsNW8lB7N,6DPYiyq5kWVQS4RGwxzPC7,Still D.R.E.,0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,audio_features,503OTo2dSqe7qk76rgsbep,spotify:track:503OTo2dSqe7qk76rgsbep,https://api.spotify.com/v1/tracks/503OTo2dSqe7qk76rgsbep,https://api.spotify.com/v1/audio-analysis/503OTo2dSqe7qk76rgsbep,270587,4,200,19238545,7223331,912362823
6,7q2B4M5EiBkqrlsNW8lB7N,6DPYiyq5kWVQS4RGwxzPC7,The Next Episode,0.922,0.909,10,-2.429,0,0.27,0.0281,0.0,0.0856,0.309,95.295,audio_features,4LwU4Vp6od3Sb08CsP99GC,spotify:track:4LwU4Vp6od3Sb08CsP99GC,https://api.spotify.com/v1/tracks/4LwU4Vp6od3Sb08CsP99GC,https://api.spotify.com/v1/audio-analysis/4LwU4Vp6od3Sb08CsP99GC,161507,4,200,19238545,7223331,647876022
7,6vdFSyhPjL4dZFkgRtToXH,6DPYiyq5kWVQS4RGwxzPC7,"Nuthin' But A ""G"" Thang",0.801,0.699,11,-8.18,0,0.279,0.00575,0.0,0.146,0.655,94.605,audio_features,4YtoipFgf4k0AfD17ZfD5X,spotify:track:4YtoipFgf4k0AfD17ZfD5X,https://api.spotify.com/v1/tracks/4YtoipFgf4k0AfD17ZfD5X,https://api.spotify.com/v1/audio-analysis/4YtoipFgf4k0AfD17ZfD5X,238467,4,200,19238545,7223331,194260349
8,74iv82AYPjxyWpGbt9LNuP,6DPYiyq5kWVQS4RGwxzPC7,Keep Their Heads Ringin',0.671,0.737,0,-5.131,1,0.108,0.0338,0.00344,0.0596,0.197,90.519,audio_features,1rylJ0VXvhOzLGNm401iaI,spotify:track:1rylJ0VXvhOzLGNm401iaI,https://api.spotify.com/v1/tracks/1rylJ0VXvhOzLGNm401iaI,https://api.spotify.com/v1/audio-analysis/1rylJ0VXvhOzLGNm401iaI,310227,4,200,19238545,7223331,93593368
9,4Y9ISbppFbwk0r1XCLUi0I,1ZwdS5xdxEREPySFridCfh,Changes,0.865,0.657,7,-6.722,1,0.076,0.0404,0.0,0.14,0.316,111.115,audio_features,00i2HU7TEzzftShjRrDSEF,spotify:track:00i2HU7TEzzftShjRrDSEF,https://api.spotify.com/v1/tracks/00i2HU7TEzzftShjRrDSEF,https://api.spotify.com/v1/audio-analysis/00i2HU7TEzzftShjRrDSEF,268960,4,211,18828047,12805849,358859699
10,4Y9ISbppFbwk0r1XCLUi0I,1ZwdS5xdxEREPySFridCfh,California Love - Original Version,0.761,0.847,7,-3.068,1,0.0417,0.0292,2.26e-06,0.39,0.765,91.519,audio_features,3djNBlI7xOggg7pnsOLaNm,spotify:track:3djNBlI7xOggg7pnsOLaNm,https://api.spotify.com/v1/tracks/3djNBlI7xOggg7pnsOLaNm,https://api.spotify.com/v1/audio-analysis/3djNBlI7xOggg7pnsOLaNm,284480,4,211,18828047,12805849,396183512
11,1WBZyULtlANBKed7Zf9cDP,1ZwdS5xdxEREPySFridCfh,Hit 'Em Up - Single Version,0.916,0.844,7,-3.967,1,0.236,0.0394,0.0,0.0778,0.586,95.19,audio_features,0Z2J91b2iTGLVTZC4fKgxf,spotify:track:0Z2J91b2iTGLVTZC4fKgxf,https://api.spotify.com/v1/tracks/0Z2J91b2iTGLVTZC4fKgxf,https://api.spotify.com/v1/audio-analysis/0Z2J91b2iTGLVTZC4fKgxf,312627,4,211,18828047,12805849,265171628
12,285aRkpYqxXPxBEGnTWZvo,3Mcii5XWf6E0lrY3Uky4cA,You Can Do It,0.946,0.837,1,-5.355,0,0.164,0.00084,0.0,0.0482,0.893,99.881,audio_features,1xMPwgmLHVXkIFYL0rvGiZ,spotify:track:1xMPwgmLHVXkIFYL0rvGiZ,https://api.spotify.com/v1/tracks/1xMPwgmLHVXkIFYL0rvGiZ,https://api.spotify.com/v1/audio-analysis/1xMPwgmLHVXkIFYL0rvGiZ,259307,4,416,11840019,5608350,109245343
13,6ZWL1xSTEvqs5A6dBh8vZw,4d3yvTptO48nOYTPBcPFZC,Who's That Girl?,0.77,0.86,6,-3.702,1,0.19,0.0159,0.000713,0.0682,0.547,96.428,audio_features,3uVE5vLKkigiWBOQEgmdDk,spotify:track:3uVE5vLKkigiWBOQEgmdDk,https://api.spotify.com/v1/tracks/3uVE5vLKkigiWBOQEgmdDk,https://api.spotify.com/v1/audio-analysis/3uVE5vLKkigiWBOQEgmdDk,281907,4,0,4922178,1068152,80985813
14,6ZWL1xSTEvqs5A6dBh8vZw,4d3yvTptO48nOYTPBcPFZC,Let Me Blow Ya Mind,0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,audio_features,3RmKpob8xzv1pzHEQrMJah,spotify:track:3RmKpob8xzv1pzHEQrMJah,https://api.spotify.com/v1/tracks/3RmKpob8xzv1pzHEQrMJah,https://api.spotify.com/v1/audio-analysis/3RmKpob8xzv1pzHEQrMJah,230133,4,0,4922178,1068152,283980560
15,28BrFxsnBMjN689hOuf1jv,59wfkuBoNyhDMQGCljbUbA,Bad Boy for Life,0.669,0.829,1,-3.801,1,0.49,0.179,0.0,0.241,0.61,118.934,audio_features,2eOuL8KesslTLQERQPu11D,spotify:track:2eOuL8KesslTLQERQPu11D,https://api.spotify.com/v1/tracks/2eOuL8KesslTLQERQPu11D,https://api.spotify.com/v1/audio-analysis/2eOuL8KesslTLQERQPu11D,253067,4,0,7820346,1303476,89258325
16,28BrFxsnBMjN689hOuf1jv,59wfkuBoNyhDMQGCljbUbA,Diddy (feat. The Neptunes),0.797,0.847,6,-1.79,0,0.237,0.384,0.000388,0.0566,0.962,100.178,audio_features,3829CDK1kzOgjRU3nNXqFQ,spotify:track:3829CDK1kzOgjRU3nNXqFQ,https://api.spotify.com/v1/tracks/3829CDK1kzOgjRU3nNXqFQ,https://api.spotify.com/v1/audio-analysis/3829CDK1kzOgjRU3nNXqFQ,234773,4,0,7820346,1303476,6253164
17,5G5rgQHzdQnw32SI0WjIo5,3q7HBObVc0L8jNeTe5Gofh,In Da Club,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,audio_features,7iL6o9tox1zgHpKUfh9vuC,spotify:track:7iL6o9tox1zgHpKUfh9vuC,https://api.spotify.com/v1/tracks/7iL6o9tox1zgHpKUfh9vuC,https://api.spotify.com/v1/audio-analysis/7iL6o9tox1zgHpKUfh9vuC,193467,4,129,23704139,8935276,838184042
18,5G5rgQHzdQnw32SI0WjIo5,3q7HBObVc0L8jNeTe5Gofh,If I Can't,0.886,0.626,11,-2.528,0,0.277,0.265,0.0,0.024,0.856,93.989,audio_features,6mcu7D7QuABVwUGDwovOEh,spotify:track:6mcu7D7QuABVwUGDwovOEh,https://api.spotify.com/v1/tracks/6mcu7D7QuABVwUGDwovOEh,https://api.spotify.com/v1/audio-analysis/6mcu7D7QuABVwUGDwovOEh,196627,4,129,23704139,8935276,173458172
19,2pidzXTaHV4WaIJYRxKDCH,3q7HBObVc0L8jNeTe5Gofh,Just A Lil Bit,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946,audio_features,4nva9EpKntUTs6CRSGBCn9,spotify:track:4nva9EpKntUTs6CRSGBCn9,https://api.spotify.com/v1/tracks/4nva9EpKntUTs6CRSGBCn9,https://api.spotify.com/v1/audio-analysis/4nva9EpKntUTs6CRSGBCn9,237707,4,129,23704139,8935276,319801267
20,2pidzXTaHV4WaIJYRxKDCH,3q7HBObVc0L8jNeTe5Gofh,Disco Inferno,0.925,0.659,3,-4.763,1,0.231,0.206,7.88e-05,0.279,0.71,97.018,audio_features,69bHJ9qs5FrUJbKP8xU8uZ,spotify:track:69bHJ9qs5FrUJbKP8xU8uZ,https://api.spotify.com/v1/tracks/69bHJ9qs5FrUJbKP8xU8uZ,https://api.spotify.com/v1/audio-analysis/69bHJ9qs5FrUJbKP8xU8uZ,214227,4,129,23704139,8935276,161137260
21,2P2Xwvh2xWXIZ1OWY9S9o5,3nFkdlSjzX9mRTtwJOzDYB,Ni**as In Paris,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022,audio_features,4Li2WHPkuyCdtmokzW2007,spotify:track:4Li2WHPkuyCdtmokzW2007,https://api.spotify.com/v1/tracks/4Li2WHPkuyCdtmokzW2007,https://api.spotify.com/v1/audio-analysis/4Li2WHPkuyCdtmokzW2007,219333,4,80,29220044,7306268,880523095
22,3rWJsuu7ukoZZhp7YYkjNZ,3nFkdlSjzX9mRTtwJOzDYB,Big Pimpin',0.88,0.814,11,-6.307,0,0.14,0.168,0.00672,0.0584,0.942,138.083,audio_features,7m97yKVzPpXV9Z4ezEziOD,spotify:track:7m97yKVzPpXV9Z4ezEziOD,https://api.spotify.com/v1/tracks/7m97yKVzPpXV9Z4ezEziOD,https://api.spotify.com/v1/audio-analysis/7m97yKVzPpXV9Z4ezEziOD,283067,4,80,29220044,7306268,99590747
23,6vT81iUtDPLkfHDAwoRNpu,3nFkdlSjzX9mRTtwJOzDYB,Dirt Off Your Shoulder,0.779,0.655,1,-7.147,1,0.318,0.0319,2.63e-06,0.339,0.645,163.971,audio_features,4DqgmnzCCIv0dbzlFDPJZq,spotify:track:4DqgmnzCCIv0dbzlFDPJZq,https://api.spotify.com/v1/tracks/4DqgmnzCCIv0dbzlFDPJZq,https://api.spotify.com/v1/audio-analysis/4DqgmnzCCIv0dbzlFDPJZq,245173,4,80,29220044,7306268,81916558
24,69CmkikTHkGKdkrUZTtyWl,3nFkdlSjzX9mRTtwJOzDYB,Izzo (H.O.V.A.),0.618,0.844,1,-4.051,0,0.342,0.0178,0.000126,0.0634,0.697,84.411,audio_features,4h5KBcltGefua73AUPYps7,spotify:track:4h5KBcltGefua73AUPYps7,https://api.spotify.com/v1/tracks/4h5KBcltGefua73AUPYps7,https://api.spotify.com/v1/audio-analysis/4h5KBcltGefua73AUPYps7,240627,4,80,29220044,7306268,49854346
25,3j1xCJdBMCl6wYQXurz2tb,3nFkdlSjzX9mRTtwJOzDYB,Hard Knock Life (Ghetto Anthem),0.884,0.679,10,-5.857,0,0.282,0.0957,0.00209,0.0289,0.591,76.993,audio_features,5Tl0HJvynZtKdSUMKbFVVX,spotify:track:5Tl0HJvynZtKdSUMKbFVVX,https://api.spotify.com/v1/tracks/5Tl0HJvynZtKdSUMKbFVVX,https://api.spotify.com/v1/audio-analysis/5Tl0HJvynZtKdSUMKbFVVX,238467,4,80,29220044,7306268,168818692
26,3VfeeJElCEDeXlDiNZbn3E,3nFkdlSjzX9mRTtwJOzDYB,I Just Wanna Love U (Give It 2 Me),0.8,0.922,4,-5.125,0,0.24,0.301,9.31e-06,0.0352,0.801,98.631,audio_features,0s46SltT4On0Z6kglK1I5c,spotify:track:0s46SltT4On0Z6kglK1I5c,https://api.spotify.com/v1/tracks/0s46SltT4On0Z6kglK1I5c,https://api.spotify.com/v1/audio-analysis/0s46SltT4On0Z6kglK1I5c,227867,4,80,29220044,7306268,37677994
27,2P2Xwvh2xWXIZ1OWY9S9o5,3nFkdlSjzX9mRTtwJOzDYB,Otis,0.754,0.631,7,-4.751,0,0.307,0.552,0.0,0.5,0.432,94.577,audio_features,6vegnfDS8DAEaCqWaPYGPy,spotify:track:6vegnfDS8DAEaCqWaPYGPy,https://api.spotify.com/v1/tracks/6vegnfDS8DAEaCqWaPYGPy,https://api.spotify.com/v1/audio-analysis/6vegnfDS8DAEaCqWaPYGPy,178213,4,80,29220044,7306268,141376890
28,62Qu5QoNx3De0p5qQT0u7o,3hv9jJF3adDNsBSIQDqcjp,"Ooh Wee (feat. Ghostface Killah, Nate Dogg, Trife & Saigon)",0.727,0.961,4,-3.761,0,0.098,0.0278,7.85e-06,0.334,0.8,105.031,audio_features,4WimB4Ei0LU3MotHhL3kBL,spotify:track:4WimB4Ei0LU3MotHhL3kBL,https://api.spotify.com/v1/tracks/4WimB4Ei0LU3MotHhL3kBL,https://api.spotify.com/v1/audio-analysis/4WimB4Ei0LU3MotHhL3kBL,209627,4,169,20822666,963150,20271933
29,5pMShIZc6oWiEtcQvXsKfb,3z3g65U7mmyyBmmDfsQK9x,I Got 5 On It,0.6,0.706,10,-7.899,0,0.361,0.209,0.0,0.125,0.58,173.926,audio_features,4IYKjN1DrYzxKXt0umJqsG,spotify:track:4IYKjN1DrYzxKXt0umJqsG,https://api.spotify.com/v1/tracks/4IYKjN1DrYzxKXt0umJqsG,https://api.spotify.com/v1/audio-analysis/4IYKjN1DrYzxKXt0umJqsG,253533,4,0,3139051,243579,328129527
30,4HUUHHXBXImwksfbSPqE7q,2gBjLmx6zQnFGQJCAQpRgw,Hot In Herre,0.956,0.745,11,-4.753,0,0.12,0.206,0.0,0.0615,0.912,107.075,audio_features,04KTF78FFg8sOHC1BADqbY,spotify:track:04KTF78FFg8sOHC1BADqbY,https://api.spotify.com/v1/tracks/04KTF78FFg8sOHC1BADqbY,https://api.spotify.com/v1/audio-analysis/04KTF78FFg8sOHC1BADqbY,228240,4,264,16339961,2129579,332294612
31,5v7Icroz1sQsK2sQyLrWzE,2gBjLmx6zQnFGQJCAQpRgw,Country Grammar (Hot Shit),0.865,0.664,2,-6.822,1,0.108,0.00689,0.0,0.142,0.565,162.831,audio_features,3wMUvT6eIw2L5cZFG1yH9j,spotify:track:3wMUvT6eIw2L5cZFG1yH9j,https://api.spotify.com/v1/tracks/3wMUvT6eIw2L5cZFG1yH9j,https://api.spotify.com/v1/audio-analysis/3wMUvT6eIw2L5cZFG1yH9j,287000,4,264,16339961,2129579,175478652
32,5v7Icroz1sQsK2sQyLrWzE,2gBjLmx6zQnFGQJCAQpRgw,E.I.,0.834,0.481,2,-7.824,0,0.188,0.0732,0.0,0.0934,0.406,89.849,audio_features,4bUfMNNmiCmPXVyWzIfKeZ,spotify:track:4bUfMNNmiCmPXVyWzIfKeZ,https://api.spotify.com/v1/tracks/4bUfMNNmiCmPXVyWzIfKeZ,https://api.spotify.com/v1/audio-analysis/4bUfMNNmiCmPXVyWzIfKeZ,285907,4,264,16339961,2129579,44060977
33,62l3f8u6j9eyDhuxsZA2iH,1HwM5zlC5qNWhJtM00yXzG,Party Up,0.51,0.931,11,-3.302,1,0.347,0.0738,0.0,0.5,0.53,201.936,audio_features,0LWkaEyQRkF0XAms8Bg1fC,spotify:track:0LWkaEyQRkF0XAms8Bg1fC,https://api.spotify.com/v1/tracks/0LWkaEyQRkF0XAms8Bg1fC,https://api.spotify.com/v1/audio-analysis/0LWkaEyQRkF0XAms8Bg1fC,268867,4,0,8369745,3411618,230416663
34,2VMGv3inRLPM4GOMXf37qu,2B4ZHz4QDWJTXPFPgO5peE,Regulate,0.849,0.521,11,-12.999,0,0.216,0.304,1.65e-06,0.115,0.763,95.265,audio_features,7nYvUtkQMx1v80S2FH2s9J,spotify:track:7nYvUtkQMx1v80S2FH2s9J,https://api.spotify.com/v1/tracks/7nYvUtkQMx1v80S2FH2s9J,https://api.spotify.com/v1/audio-analysis/7nYvUtkQMx1v80S2FH2s9J,248867,4,0,4446202,1870793,363032165
35,5fPglEDz9YEwRgbLRvhCZy,5K4W6rqBFWDnAN6FQUkS6x,Stronger,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,audio_features,4fzsfWzRhPawzqhX8Qt9F3,spotify:track:4fzsfWzRhPawzqhX8Qt9F3,https://api.spotify.com/v1/tracks/4fzsfWzRhPawzqhX8Qt9F3,https://api.spotify.com/v1/audio-analysis/4fzsfWzRhPawzqhX8Qt9F3,311867,4,25,47695062,17283532,1002110037
36,20r762YmB5HeofjMCiPMLv,5K4W6rqBFWDnAN6FQUkS6x,POWER,0.542,0.914,0,-4.747,0,0.113,0.0161,0.0,0.744,0.576,153.993,audio_features,2gZUPNdnz5Y45eiGxpHGSc,spotify:track:2gZUPNdnz5Y45eiGxpHGSc,https://api.spotify.com/v1/tracks/2gZUPNdnz5Y45eiGxpHGSc,https://api.spotify.com/v1/audio-analysis/2gZUPNdnz5Y45eiGxpHGSc,292093,4,25,47695062,17283532,696713530
37,4Uv86qWpGTxf7fU7lG5X6F,5K4W6rqBFWDnAN6FQUkS6x,Jesus Walks,0.637,0.834,3,-4.686,0,0.323,0.614,0.0,0.317,0.715,87.312,audio_features,5g1vtHqi9uV7xtYeCcFOBx,spotify:track:5g1vtHqi9uV7xtYeCcFOBx,https://api.spotify.com/v1/tracks/5g1vtHqi9uV7xtYeCcFOBx,https://api.spotify.com/v1/audio-analysis/5g1vtHqi9uV7xtYeCcFOBx,193733,4,25,47695062,17283532,166218901
38,5fPglEDz9YEwRgbLRvhCZy,5K4W6rqBFWDnAN6FQUkS6x,Flashing Lights,0.639,0.628,6,-7.578,0,0.0399,0.0381,0.0,0.386,0.43,90.482,audio_features,31I3Rt1bPa2LrE74DdNizO,spotify:track:31I3Rt1bPa2LrE74DdNizO,https://api.spotify.com/v1/tracks/31I3Rt1bPa2LrE74DdNizO,https://api.spotify.com/v1/audio-analysis/31I3Rt1bPa2LrE74DdNizO,237507,4,25,47695062,17283532,377226814
39,0hmFRR0pDSZIAvoJqEFSKv,5K4W6rqBFWDnAN6FQUkS6x,Mercy,0.563,0.496,6,-9.381,0,0.406,0.0685,5.8e-05,0.173,0.426,139.993,audio_features,4qikXelSRKvoCqFcHLB2H2,spotify:track:4qikXelSRKvoCqFcHLB2H2,https://api.spotify.com/v1/tracks/4qikXelSRKvoCqFcHLB2H2,https://api.spotify.com/v1/audio-analysis/4qikXelSRKvoCqFcHLB2H2,329320,4,25,47695062,17283532,298824836
40,6cpp6a0RDlZhHUa2C1ArN3,7hJcb9fa4alzcOq3EaNPoG,Drop It Like It's Hot,0.892,0.628,1,-3.832,1,0.216,0.169,0.0,0.102,0.676,92.063,audio_features,70ludZZEUJy1aFVkPI0Kpi,spotify:track:70ludZZEUJy1aFVkPI0Kpi,https://api.spotify.com/v1/tracks/70ludZZEUJy1aFVkPI0Kpi,https://api.spotify.com/v1/audio-analysis/70ludZZEUJy1aFVkPI0Kpi,266067,4,137,23004455,8255852,405729352
41,57elsC8jWIydd3qGLf5w8C,7hJcb9fa4alzcOq3EaNPoG,Who Am I (What's My Name)?,0.692,0.833,7,-3.974,1,0.0492,0.000136,1.98e-05,0.515,0.692,96.814,audio_features,12CdB878c6n94tTlNfPcCv,spotify:track:12CdB878c6n94tTlNfPcCv,https://api.spotify.com/v1/tracks/12CdB878c6n94tTlNfPcCv,https://api.spotify.com/v1/audio-analysis/12CdB878c6n94tTlNfPcCv,246320,4,137,23004455,8255852,183710299
42,57elsC8jWIydd3qGLf5w8C,7hJcb9fa4alzcOq3EaNPoG,Gin N Juice (feat. Dat Nigga Daz),0.549,0.853,7,-4.293,1,0.188,0.0285,0.000296,0.618,0.346,94.695,audio_features,7sPt2cfrg7DrVP52zfvS1i,spotify:track:7sPt2cfrg7DrVP52zfvS1i,https://api.spotify.com/v1/tracks/7sPt2cfrg7DrVP52zfvS1i,https://api.spotify.com/v1/audio-analysis/7sPt2cfrg7DrVP52zfvS1i,211493,4,137,23004455,8255852,304038869
43,0mw0v424Ribwwrt0oMVB1j,1BH45DVSTeGBvcYXNCd67g,"Ante Up (feat. Busta Rhymes, Teflon & Remi Martin) - Remix",0.68,0.894,1,-4.86,1,0.255,0.0206,0.0,0.462,0.803,94.089,audio_features,5osSw3tL07Tuid7AWsvYcc,spotify:track:5osSw3tL07Tuid7AWsvYcc,https://api.spotify.com/v1/tracks/5osSw3tL07Tuid7AWsvYcc,https://api.spotify.com/v1/audio-analysis/5osSw3tL07Tuid7AWsvYcc,247693,4,0,1203600,277017,48481052
44,0mw0v424Ribwwrt0oMVB1j,1BH45DVSTeGBvcYXNCd67g,Cold as Ice,0.656,0.88,11,-5.425,0,0.143,0.0421,0.0,0.294,0.758,85.565,audio_features,493CPxYEHHzXeSdnp8Ul73,spotify:track:493CPxYEHHzXeSdnp8Ul73,https://api.spotify.com/v1/tracks/493CPxYEHHzXeSdnp8Ul73,https://api.spotify.com/v1/audio-analysis/493CPxYEHHzXeSdnp8Ul73,244467,4,0,1203600,277017,20548815
45,2tm3Ht61kqqRZtIYsBjxEj,1G9G7WwrXka3Z1r7aIDjI7,"So Fresh, So Clean",0.725,0.64,5,-7.905,0,0.332,0.0281,0.0,0.099,0.915,166.028,audio_features,6glsMWIMIxQ4BedzLqGVi4,spotify:track:6glsMWIMIxQ4BedzLqGVi4,https://api.spotify.com/v1/tracks/6glsMWIMIxQ4BedzLqGVi4,https://api.spotify.com/v1/audio-analysis/6glsMWIMIxQ4BedzLqGVi4,240027,3,258,16574008,1952636,150953395
46,1UsmQ3bpJTyK6ygoOOjG1r,1G9G7WwrXka3Z1r7aIDjI7,The Way You Move (feat. Sleepy Brown),0.871,0.597,5,-4.932,0,0.0464,0.126,0.000113,0.0638,0.635,125.999,audio_features,5z7mYFfhw6N6f23VwrokJD,spotify:track:5z7mYFfhw6N6f23VwrokJD,https://api.spotify.com/v1/tracks/5z7mYFfhw6N6f23VwrokJD,https://api.spotify.com/v1/audio-analysis/5z7mYFfhw6N6f23VwrokJD,234000,4,258,16574008,1952636,118243541
47,5ceB3rxgXqIRpsOvVzTG28,1G9G7WwrXka3Z1r7aIDjI7,Rosa Parks,0.792,0.701,6,-7.198,0,0.283,0.105,0.0,0.761,0.251,103.89,audio_features,0shK5iZQppbHPQYiy60xs9,spotify:track:0shK5iZQppbHPQYiy60xs9,https://api.spotify.com/v1/tracks/0shK5iZQppbHPQYiy60xs9,https://api.spotify.com/v1/audio-analysis/0shK5iZQppbHPQYiy60xs9,324373,4,258,16574008,1952636,89225304
48,0NTYMm0B7adXejff1phD3F,2BvzbqWWwLN11XGBYgDZzx,Lean Back,0.783,0.916,1,-3.344,1,0.415,0.11,0.0,0.0746,0.695,95.321,audio_features,2Ozc0me9PV5vlt8cokwdvI,spotify:track:2Ozc0me9PV5vlt8cokwdvI,https://api.spotify.com/v1/tracks/2Ozc0me9PV5vlt8cokwdvI,https://api.spotify.com/v1/audio-analysis/2Ozc0me9PV5vlt8cokwdvI,247427,4,0,1494992,163013,116638868
49,42T8qfRs7jdpInsSk6nDJk,1sBkRIssrMs1AbVkOJbc7a,Hustlin',0.502,0.652,9,-7.224,1,0.3,0.0848,0.0,0.0675,0.648,136.08,audio_features,3hQCHzkE5oSA3F1xM8bpcM,spotify:track:3hQCHzkE5oSA3F1xM8bpcM,https://api.spotify.com/v1/tracks/3hQCHzkE5oSA3F1xM8bpcM,https://api.spotify.com/v1/audio-analysis/3hQCHzkE5oSA3F1xM8bpcM,254093,4,382,12636759,5892900,161616713
50,6cj1gdwhr2MVJr9YnWghUd,1YfEcTuGvBQ8xSD1f53UnK,Break Ya Neck,0.82,0.809,4,-6.759,0,0.251,0.443,0.00175,0.0613,0.737,83.011,audio_features,7gKgd0P3dAAePiSQQBqrlf,spotify:track:7gKgd0P3dAAePiSQQBqrlf,https://api.spotify.com/v1/tracks/7gKgd0P3dAAePiSQQBqrlf,https://api.spotify.com/v1/audio-analysis/7gKgd0P3dAAePiSQQBqrlf,231240,4,0,10092135,2087317,199639687
51,6cj1gdwhr2MVJr9YnWghUd,1YfEcTuGvBQ8xSD1f53UnK,Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,0.697,0.793,6,-4.699,0,0.323,0.0844,0.0,0.0619,0.56,89.767,audio_features,4SnTf4ixVZCfQtxHNhky0T,spotify:track:4SnTf4ixVZCfQtxHNhky0T,https://api.spotify.com/v1/tracks/4SnTf4ixVZCfQtxHNhky0T,https://api.spotify.com/v1/audio-analysis/4SnTf4ixVZCfQtxHNhky0T,238600,4,0,10092135,2087317,18983347
52,47akZaaMhLabeq82yH2u08,1YfEcTuGvBQ8xSD1f53UnK,"Touch It - Remix/Featuring Mary J. Blige, Rah Digga, Missy Elliot, Lloyd Banks, Papoose & DMX (Explcit)",0.686,0.608,1,-7.293,1,0.386,0.0363,0.0,0.104,0.452,68.308,audio_features,4MHboJP4Mj8b2bc4hXayIo,spotify:track:4MHboJP4Mj8b2bc4hXayIo,https://api.spotify.com/v1/tracks/4MHboJP4Mj8b2bc4hXayIo,https://api.spotify.com/v1/audio-analysis/4MHboJP4Mj8b2bc4hXayIo,240373,3,0,10092135,2087317,29249740
53,6nPdlsKWGOFepgMMXTZReP,1YfEcTuGvBQ8xSD1f53UnK,Put Your Hands Where My Eyes Could See,0.906,0.623,1,-6.711,0,0.303,0.00864,4.19e-06,0.0753,0.715,99.498,audio_features,1NHwvBmrUje4L1dxfWnXCH,spotify:track:1NHwvBmrUje4L1dxfWnXCH,https://api.spotify.com/v1/tracks/1NHwvBmrUje4L1dxfWnXCH,https://api.spotify.com/v1/audio-analysis/1NHwvBmrUje4L1dxfWnXCH,194293,4,0,10092135,2087317,66716050
